response,predictor,r2_part,R2_model,p,F_val,estimate,effect_size,effect_size_st,lambda,formula,Dimens,AG_BG,Ecos_Function,Tr_Group,Trophic_level,flux_out_stock,flux_in_stock,Explanations to response
AG.Litter_AG.Omnivores,FDis_pa,0.04,0.13068294190719626,0.09069401677238466,2.9426256906767345,-2.3071390241321903,-0.32443130089406647,-0.34822273824837063,0.30000000000000027,(AG.Litter_AG.Omnivores ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,AG,Decomposition,NA,NA,AG.Litter,AG.Omnivores,Decomposition by AG Omnivores
AG.Litter_AG.Omnivores,FDis,0,0.08427167755764765,0.9006948325444158,0.01567817994395086,0.17827455172916587,0.019956210180840213,0.023373632525679054,0.30000000000000027,(AG.Litter_AG.Omnivores ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,AG,Decomposition,NA,NA,AG.Litter,AG.Omnivores,Decomposition by AG Omnivores
AG.Litter_AG.Omnivores,FDbranch,0.01,0.03551544899664092,0.3822143206328231,0.7726231228498553,0.014318296056807515,0.0017289530402238113,0.09177992420788877,0.30000000000000027,(AG.Litter_AG.Omnivores ^ lambda -1)/lambda ~ block + FDbranch,flow,AG,Decomposition,NA,NA,AG.Litter,AG.Omnivores,Decomposition by AG Omnivores
AG.Litter_AG.Decomposers,sowndiv,0.033,0.4329418514068683,0.1226711507151042,2.4406853738210024,0.04967039567050593,8.955881385298701e-4,0.1387324085523176,0.30000000000000027,(AG.Litter_AG.Decomposers ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,AG,Decomposition,NA,NA,AG.Litter,AG.Decomposers,Decomposition by AG Decomposers
AG.Litter_AG.Decomposers,numfg,0.03,0.38774312257089644,0.1359532428383047,2.2724005558245746,0.0671652325426212,0.012601734211054497,0.17521542525104875,0.30000000000000027,(AG.Litter_AG.Decomposers ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,AG,Decomposition,NA,NA,AG.Litter,AG.Decomposers,Decomposition by AG Decomposers
AG.Litter_AG.Decomposers,leg.ef,0.032,0.4329418514068683,0.13116672433803808,2.332185288315372,0.13211601650955432,0.023849052435357954,0.14349639412167683,0.30000000000000027,(AG.Litter_AG.Decomposers ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,AG,Decomposition,NA,NA,AG.Litter,AG.Decomposers,Decomposition by AG Decomposers
AG.Litter_AG.Decomposers,gr.ef,0.017,0.4329418514068683,0.26605843837813725,1.2566767644600876,-0.10294413144579963,-0.018816203237558837,-0.11321444837142809,0.30000000000000027,(AG.Litter_AG.Decomposers ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,AG,Decomposition,NA,NA,AG.Litter,AG.Decomposers,Decomposition by AG Decomposers
AG.Litter_AG.Decomposers,sh.ef,0.04,0.4329418514068683,0.09000606130090845,2.9543185594781516,0.15389754576810016,0.027834562203873495,0.1677396019487166,0.30000000000000027,(AG.Litter_AG.Decomposers ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,AG,Decomposition,NA,NA,AG.Litter,AG.Decomposers,Decomposition by AG Decomposers
AG.Litter_AG.Decomposers,th.ef,0.009,0.4329418514068684,0.42498520678078455,0.6438852312796979,0.072445367605320235,0.013094869165116485,0.0786164668310092,0.30000000000000027,(AG.Litter_AG.Decomposers ^ lambda -1)/lambda ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,AG,Decomposition,NA,NA,AG.Litter,AG.Decomposers,Decomposition by AG Decomposers
AG.Litter_AG.Decomposers,FDis_pa,0.001,0.4337354532128106,0.7550497100453827,0.0981027802837868,0.38096978696157613,0.06730489348565676,0.045705233647822134,0.30000000000000027,(AG.Litter_AG.Decomposers ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,AG,Decomposition,NA,NA,AG.Litter,AG.Decomposers,Decomposition by AG Decomposers
AG.Litter_AG.Decomposers,FDis,0.009,0.3744067719875882,0.4239668878564372,0.6464311109910137,1.0602014402281457,0.19224747398724107,0.14246024882286626,0.30000000000000027,(AG.Litter_AG.Decomposers ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,AG,Decomposition,NA,NA,AG.Litter,AG.Decomposers,Decomposition by AG Decomposers
AG.Litter_AG.Decomposers,FDbranch,0.043,0.320001233553015,0.07113512444703363,3.3510391771366392,0.02805606135928919,0.006202215250353203,0.2083033456714877,0.30000000000000027,(AG.Litter_AG.Decomposers ^ lambda -1)/lambda ~ block + FDbranch,flow,AG,Decomposition,NA,NA,AG.Litter,AG.Decomposers,Decomposition by AG Decomposers
BG.Herbivores_BG.Carnivores,sowndiv,0.035,0.1104967222954112,0.11342866855794861,2.568823501242941,0.26939243174847316,0.0020959465498138915,0.06542342515981114,0.10000000000000009,(BG.Herbivores_BG.Carnivores ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Carnivores,Predation of BG Herbivores by BG Carnivores
BG.Herbivores_BG.Carnivores,numfg,0.055,0.08999877117396854,0.04201111719562787,4.281960377160671,-0.3323979398162134,-0.03643823904239803,-0.10208992459942652,0.20000000000000018,(BG.Herbivores_BG.Carnivores ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,BG,Predation,NA,NA,BG.Herbivores,BG.Carnivores,Predation of BG Herbivores by BG Carnivores
BG.Herbivores_BG.Carnivores,leg.ef,0.003,0.11049672229541113,0.6373431265887226,0.2241569780304718,0.21653425687292874,0.015519973794157232,0.018816737398125283,0.10000000000000009,(BG.Herbivores_BG.Carnivores ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Carnivores,Predation of BG Herbivores by BG Carnivores
BG.Herbivores_BG.Carnivores,gr.ef,0.025,0.11049672229541127,0.1841937513632989,1.7982903136725212,-0.6510228636575681,-0.04950405844542408,-0.06001974489542453,0.10000000000000009,(BG.Herbivores_BG.Carnivores ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Carnivores,Predation of BG Herbivores by BG Carnivores
BG.Herbivores_BG.Carnivores,sh.ef,0.024,0.11049672229541123,0.19366166121617834,1.7220061510659628,-0.621150614724553,-0.04663956356023556,-0.056635556454109365,0.10000000000000009,(BG.Herbivores_BG.Carnivores ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Carnivores,Predation of BG Herbivores by BG Carnivores
BG.Herbivores_BG.Carnivores,th.ef,0.028,0.11049672229541119,0.15381709232205673,2.078154261862387,-0.6880528800745086,-0.053085902418292176,-0.06422070127606305,0.10000000000000009,(BG.Herbivores_BG.Carnivores ^ lambda -1)/lambda ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Carnivores,Predation of BG Herbivores by BG Carnivores
BG.Herbivores_BG.Carnivores,FDis_pa,0,0.11058225508478597,0.9348435330940161,0.006731702049420829,0.5279248289404228,0.036925048693957296,0.0050527039165360384,0.10000000000000009,(BG.Herbivores_BG.Carnivores ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Carnivores,Predation of BG Herbivores by BG Carnivores
BG.Herbivores_BG.Carnivores,FDis,0.001,0.032599882521171755,0.8127814852585346,0.056494646836605565,-1.6451462860226347,-0.09925046980290164,-0.0148200308777675,0.10000000000000009,(BG.Herbivores_BG.Carnivores ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,BG,Predation,NA,NA,BG.Herbivores,BG.Carnivores,Predation of BG Herbivores by BG Carnivores
BG.Herbivores_BG.Carnivores,FDbranch,0.001,0.02987044793913026,0.8063615375283325,0.060511331807012764,0.01900783570086181,0.0011754659041904078,0.007955050266992194,0.10000000000000009,(BG.Herbivores_BG.Carnivores ^ lambda -1)/lambda ~ block + FDbranch,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Carnivores,Predation of BG Herbivores by BG Carnivores
BG.Decomposers_BG.Carnivores,sowndiv,0.009,0.17063431390549227,0.42004368310944373,0.6578128863112432,-0.11188424620258151,-0.021549594669452183,-0.049829436299720455,0.20000000000000018,(BG.Decomposers_BG.Carnivores ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Carnivores,Predation of BG Decomposers by BG Carnivores
BG.Decomposers_BG.Carnivores,numfg,0.036,0.11557461650405822,0.10162539029157797,2.747746253605074,0.31847177798131376,0.6507369190935768,0.13505937745663496,0.20000000000000018,(BG.Decomposers_BG.Carnivores ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,BG,Predation,NA,NA,BG.Decomposers,BG.Carnivores,Predation of BG Decomposers by BG Carnivores
BG.Decomposers_BG.Carnivores,leg.ef,0.075,0.17063431390549225,0.018818921398452298,5.7802574241183695,0.9024508669735956,1.682721381330886,0.15113301550678887,0.20000000000000018,(BG.Decomposers_BG.Carnivores ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Carnivores,Predation of BG Decomposers by BG Carnivores
BG.Decomposers_BG.Carnivores,gr.ef,0.029,0.17063431390549227,0.15327034293139113,2.0837672140177403,0.57516232812177,1.073878432512472,0.09645000508934497,0.20000000000000018,(BG.Decomposers_BG.Carnivores ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Carnivores,Predation of BG Decomposers by BG Carnivores
BG.Decomposers_BG.Carnivores,sh.ef,0.001,0.17063431390549227,0.8480933976846243,0.03696094878904609,0.07468796384036004,0.14066957359695786,0.012654024161978996,0.20000000000000018,(BG.Decomposers_BG.Carnivores ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Carnivores,Predation of BG Decomposers by BG Carnivores
BG.Decomposers_BG.Carnivores,th.ef,0.01,0.17063431390549227,0.3893626281526058,0.7500976114007905,-0.3392667600306347,-0.6482682065220118,-0.05809574913069361,0.20000000000000018,(BG.Decomposers_BG.Carnivores ^ lambda -1)/lambda ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Carnivores,Predation of BG Decomposers by BG Carnivores
BG.Decomposers_BG.Carnivores,FDis_pa,0.015,0.18269448760986595,0.3129735435058176,1.0329211616808274,-5.328227880150326,-12.148103275374849,-0.12314167102926635,0.20000000000000018,(BG.Decomposers_BG.Carnivores ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Carnivores,Predation of BG Decomposers by BG Carnivores
BG.Decomposers_BG.Carnivores,FDis,0.002,0.08469191040536499,0.6919092712713966,0.1582595897902085,2.27649505665445,4.493552631001913,0.04970500986545237,0.20000000000000018,(BG.Decomposers_BG.Carnivores ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,BG,Predation,NA,NA,BG.Decomposers,BG.Carnivores,Predation of BG Decomposers by BG Carnivores
BG.Decomposers_BG.Carnivores,FDbranch,0.011,0.09252403030174654,0.35490769469117456,0.8665184325370359,-0.05912976526892879,-0.09402276013463627,-0.047136755095056444,0.20000000000000018,(BG.Decomposers_BG.Carnivores ^ lambda -1)/lambda ~ block + FDbranch,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Carnivores,Predation of BG Decomposers by BG Carnivores
Plants_BG.Herbivores,sowndiv,0.024,0.07232113970533328,0.19302141217940477,1.7270239195496797,0.19524664584060358,0.004059612539378939,0.04996917605310345,0,log(Plants_BG.Herbivores) ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Herbivory,NA,NA,Plants,BG.Herbivores,Herbivory by BG Herbivores
Plants_BG.Herbivores,numfg,0.033,0.06131917209878959,0.117553690758019,2.507730580185767,-0.31918487826523256,-0.06008903191723632,-0.06638733556017672,0,log(Plants_BG.Herbivores) ~ block + numfg + log2(sowndiv),flow,BG,Herbivory,NA,NA,Plants,BG.Herbivores,Herbivory by BG Herbivores
Plants_BG.Herbivores,leg.ef,0.005,0.07232113970533328,0.5480529247823054,0.36429701248543866,-0.2440025892818342,-0.05026788093520121,-0.024033025493820876,0,log(Plants_BG.Herbivores) ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Herbivory,NA,NA,Plants,BG.Herbivores,Herbivory by BG Herbivores
Plants_BG.Herbivores,gr.ef,0.02,0.07232113970533333,0.22749135533112969,1.4820080625870014,-0.5224055347925591,-0.10972065965119837,-0.052457341776456945,0,log(Plants_BG.Herbivores) ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Herbivory,NA,NA,Plants,BG.Herbivores,Herbivory by BG Herbivores
Plants_BG.Herbivores,sh.ef,0.001,0.07232113970533333,0.8388999961556058,0.04163545189109324,-0.0853743399905,-0.017427362449240008,-0.008345087346422133,0,log(Plants_BG.Herbivores) ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Herbivory,NA,NA,Plants,BG.Herbivores,Herbivory by BG Herbivores
Plants_BG.Herbivores,th.ef,0.016,0.07232113970533328,0.2805654693384414,1.1823016059249436,-0.4587364121032617,-0.09642094691667977,-0.04599723864505138,0,log(Plants_BG.Herbivores) ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Herbivory,NA,NA,Plants,BG.Herbivores,Herbivory by BG Herbivores
Plants_BG.Herbivores,FDis_pa,0.012,0.08366377892364885,0.3551315887206069,0.8664775297755383,5.262037315443001,0.8487563937596727,0.045798405803545605,0,log(Plants_BG.Herbivores) ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Herbivory,NA,NA,Plants,BG.Herbivores,Herbivory by BG Herbivores
Plants_BG.Herbivores,FDis,0.001,0.030446765165006336,0.789794498389714,0.07157987985447029,1.6046126473569395,0.2719143787443173,0.016010807642760288,0,log(Plants_BG.Herbivores) ~ block + FDis + log2(sowndiv),flow,BG,Herbivory,NA,NA,Plants,BG.Herbivores,Herbivory by BG Herbivores
Plants_BG.Herbivores,FDbranch,0,0.027991548408291923,0.8764935432233454,0.024319563176843834,-0.010440070854877817,-0.0016592899803230788,-0.0044281233643437634,0,log(Plants_BG.Herbivores) ~ block + FDbranch,flow,BG,Herbivory,NA,NA,Plants,BG.Herbivores,Herbivory by BG Herbivores
SOM_BG.Decomposers,sowndiv,0.014,0.09593525097647064,0.32530882255103466,0.9810275233857213,0.11467193754001422,0.17803849006530306,0.07543120451213822,0.10000000000000009,(SOM_BG.Decomposers ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Decomposition,NA,NA,SOM,BG.Decomposers,Decomposition by BG Decomposers
SOM_BG.Decomposers,numfg,0.007,0.06505555468311021,0.47266822144609966,0.5210516175480729,-0.11461920306997804,-1.7425186053701864,-0.06626542574606725,0.10000000000000009,(SOM_BG.Decomposers ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,BG,Decomposition,NA,NA,SOM,BG.Decomposers,Decomposition by BG Decomposers
SOM_BG.Decomposers,leg.ef,0.001,0.0959352509764707,0.8192870206690116,0.052583223071291665,-0.07223910895366498,-1.1293783267458082,-0.01858561154777685,0.10000000000000009,(SOM_BG.Decomposers ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Decomposition,NA,NA,SOM,BG.Decomposers,Decomposition by BG Decomposers
SOM_BG.Decomposers,gr.ef,0.004,0.09593525097647068,0.5901508504238466,0.29276012641694293,0.18093417248569965,2.8122088549723436,0.04627910783478146,0.10000000000000009,(SOM_BG.Decomposers ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Decomposition,NA,NA,SOM,BG.Decomposers,Decomposition by BG Decomposers
SOM_BG.Decomposers,sh.ef,0.001,0.09593525097647065,0.8292761780019203,0.046840301258978166,-0.07056473368881108,-1.1025060621052774,-0.018171875239034064,0.10000000000000009,(SOM_BG.Decomposers ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Decomposition,NA,NA,SOM,BG.Decomposers,Decomposition by BG Decomposers
SOM_BG.Decomposers,th.ef,0.034,0.09593525097647072,0.11587847477422707,2.533742948181484,-0.5233141758907475,-8.345823294407605,-0.1370405492716571,0.10000000000000009,(SOM_BG.Decomposers ^ lambda -1)/lambda ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Decomposition,NA,NA,SOM,BG.Decomposers,Decomposition by BG Decomposers
SOM_BG.Decomposers,FDis_pa,0.021,0.11503278082247534,0.22316396556515714,1.5105950370260635,5.3897258385194675,71.08020340734882,0.13201871499468196,0.10000000000000009,(SOM_BG.Decomposers ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Decomposition,NA,NA,SOM,BG.Decomposers,Decomposition by BG Decomposers
SOM_BG.Decomposers,FDis,0.015,0.0724204646255121,0.2949184129551729,1.112743017633503,4.884758845203982,68.18023778040275,0.13818443115259876,0.10000000000000009,(SOM_BG.Decomposers ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,BG,Decomposition,NA,NA,SOM,BG.Decomposers,Decomposition by BG Decomposers
SOM_BG.Decomposers,FDbranch,0,0.05232103490239001,0.9615539874581245,0.0023391645885077117,0.0025236711488042835,0.03699064926382177,0.0033978868462056135,0.10000000000000009,(SOM_BG.Decomposers ^ lambda -1)/lambda ~ block + FDbranch,flow,BG,Decomposition,NA,NA,SOM,BG.Decomposers,Decomposition by BG Decomposers
Plants_BG.Omnivores,sowndiv,0.017,0.11061573847045506,0.27365812703463405,1.2170881957696547,-0.18007713386864274,-0.0013670675594701016,-0.005505656638531567,0.10000000000000009,(Plants_BG.Omnivores ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Herbivory,NA,NA,Plants,BG.Omnivores,Herbivory by BG Omnivores
Plants_BG.Omnivores,numfg,0.051,0.10023544231181483,0.04901490208176522,4.00564898571389,0.4431604871498817,0.039978266353508984,0.014451586640458454,0.10000000000000009,(Plants_BG.Omnivores ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,BG,Herbivory,NA,NA,Plants,BG.Omnivores,Herbivory by BG Omnivores
Plants_BG.Omnivores,leg.ef,0.032,0.11061573847045508,0.1305354313968029,2.339969754361541,0.6794146249179412,0.04638831965052987,0.0072565142570245236,0.10000000000000009,(Plants_BG.Omnivores ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Herbivory,NA,NA,Plants,BG.Omnivores,Herbivory by BG Omnivores
Plants_BG.Omnivores,gr.ef,0.032,0.11061573847045514,0.1311617685306967,2.332246232235414,0.7200005456353054,0.04921932698530597,0.007699368088361979,0.10000000000000009,(Plants_BG.Omnivores ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Herbivory,NA,NA,Plants,BG.Omnivores,Herbivory by BG Omnivores
Plants_BG.Omnivores,sh.ef,0.002,0.11061573847045511,0.7326956026938247,0.11757241038741092,0.15762008885213752,0.010787959398047359,0.0016902076720624307,0.10000000000000009,(Plants_BG.Omnivores ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Herbivory,NA,NA,Plants,BG.Omnivores,Herbivory by BG Omnivores
Plants_BG.Omnivores,th.ef,0.003,0.11061573847045511,0.6534975378811738,0.20323308218613167,0.20895819815163486,0.01420381694712227,0.0022170065551080378,0.10000000000000009,(Plants_BG.Omnivores ^ lambda -1)/lambda ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Herbivory,NA,NA,Plants,BG.Omnivores,Herbivory by BG Omnivores
Plants_BG.Omnivores,FDis_pa,0.005,0.11520025152871716,0.5489570469853811,0.3626989210076251,3.7537100276265014,0.20900742531142008,0.0036900356310673467,0.10000000000000009,(Plants_BG.Omnivores ^ lambda -1)/lambda ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Herbivory,NA,NA,Plants,BG.Omnivores,Herbivory by BG Omnivores
Plants_BG.Omnivores,FDis,0.085,0.13207860534969254,0.010646030010202851,6.867597791029781,16.685866742634186,1.2815054290957362,0.024688974950870832,0.10000000000000009,(Plants_BG.Omnivores ^ lambda -1)/lambda ~ block + FDis + log2(sowndiv),flow,BG,Herbivory,NA,NA,Plants,BG.Omnivores,Herbivory by BG Omnivores
Plants_BG.Omnivores,FDbranch,0.011,0.06124847290475446,0.370679413746003,0.8110955026340586,-0.06648430217207786,-0.003656133092466708,-0.003192426887612007,0.10000000000000009,(Plants_BG.Omnivores ^ lambda -1)/lambda ~ block + FDbranch,flow,BG,Herbivory,NA,NA,Plants,BG.Omnivores,Herbivory by BG Omnivores
BG.Herbivores_BG.Omnivores,sowndiv,0.001,0.036658422964792506,0.7869932594137342,0.07357131645534856,0.05668972703178051,3.278385771423718e-5,0.006565497547046922,0,log(BG.Herbivores_BG.Omnivores) ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Omnivores,Predation of BG Herbivores by BG Omnivores
BG.Herbivores_BG.Omnivores,numfg,0.01,0.02935187194826771,0.3960965628834433,0.7285858619150826,0.2415119092130891,0.0015579921051026753,0.028005624934893125,0,log(BG.Herbivores_BG.Omnivores) ~ block + numfg + log2(sowndiv),flow,BG,Predation,NA,NA,BG.Herbivores,BG.Omnivores,Predation of BG Herbivores by BG Omnivores
BG.Herbivores_BG.Omnivores,leg.ef,0.001,0.03665842296479247,0.8004623442692632,0.06436251617904039,0.1442775748951532,8.342146089021498e-4,0.006489117596733563,0,log(BG.Herbivores_BG.Omnivores) ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Omnivores,Predation of BG Herbivores by BG Omnivores
BG.Herbivores_BG.Omnivores,gr.ef,0.003,0.0366584229647925,0.6702511916655771,0.1828244279678169,0.25811621898810005,0.0014889104919298263,0.011581810208116773,0,log(BG.Herbivores_BG.Omnivores) ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Omnivores,Predation of BG Herbivores by BG Omnivores
BG.Herbivores_BG.Omnivores,sh.ef,0.011,0.036658422964792485,0.3751575357001514,0.7964974068506971,0.5252954000633208,0.0030460295601761568,0.02373139788658782,0,log(BG.Herbivores_BG.Omnivores) ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Omnivores,Predation of BG Herbivores by BG Omnivores
BG.Herbivores_BG.Omnivores,th.ef,0,0.036658422964792464,0.9850153451732727,3.552416053626228e-4,0.011186048100946807,6.493638378184726e-5,5.040091861870392e-4,0,log(BG.Herbivores_BG.Omnivores) ~ block + th.ef + log2(sowndiv) + leg.ef + gr.ef + sh.ef,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Omnivores,Predation of BG Herbivores by BG Omnivores
BG.Herbivores_BG.Omnivores,FDis_pa,0.002,0.03857198074143113,0.7100829541083113,0.1393230087760501,2.983609824988749,0.015065692877520409,0.013226544457665915,0,log(BG.Herbivores_BG.Omnivores) ~ block + FDis_pa + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Omnivores,Predation of BG Herbivores by BG Omnivores
BG.Herbivores_BG.Omnivores,FDis,0.023,0.042173955291355605,0.19260521463957558,1.728951388960273,10.820516347337271,0.06008070342619558,0.05755804828926772,0,log(BG.Herbivores_BG.Omnivores) ~ block + FDis + log2(sowndiv),flow,BG,Predation,NA,NA,BG.Herbivores,BG.Omnivores,Predation of BG Herbivores by BG Omnivores
BG.Herbivores_BG.Omnivores,FDbranch,0.019,0.02384721057097258,0.23485795263580125,1.4341598324414377,-0.1109104819122109,-3.616006848042245e-4,-0.01570061445758216,0,log(BG.Herbivores_BG.Omnivores) ~ block + FDbranch,flow,BG,Predation,NA,NA,BG.Herbivores,BG.Omnivores,Predation of BG Herbivores by BG Omnivores
BG.Decomposers_BG.Omnivores,sowndiv,0.002,0.08169829226758302,0.7423558521956479,0.10891387385122958,0.05259795987152544,8.977922806707458e-4,0.005306412221423076,0.10000000000000009,(BG.Decomposers_BG.Omnivores ^ lambda -1)/lambda ~ block + log2(sowndiv) + leg.ef + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Omnivores,Predation of BG Decomposers by BG Omnivores
BG.Decomposers_BG.Omnivores,numfg,0.003,0.018712739023659542,0.6318399227159377,0.23149124384033207,0.10690728149565268,0.019439157051836006,0.010312761508954398,0.10000000000000009,(BG.Decomposers_BG.Omnivores ^ lambda -1)/lambda ~ block + numfg + log2(sowndiv),flow,BG,Predation,NA,NA,BG.Decomposers,BG.Omnivores,Predation of BG Decomposers by BG Omnivores
BG.Decomposers_BG.Omnivores,leg.ef,0.019,0.08169829226758309,0.25045580886448293,1.3426149809665153,-0.5024990739484655,-0.08897181219018585,-0.02042574098151577,0.10000000000000009,(BG.Decomposers_BG.Omnivores ^ lambda -1)/lambda ~ block + leg.ef + log2(sowndiv) + gr.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Omnivores,Predation of BG Decomposers by BG Omnivores
BG.Decomposers_BG.Omnivores,gr.ef,0.029,0.08169829226758309,0.15218595243854563,2.094968337388116,0.6662912491511913,0.11341288053240867,0.02603680946467336,0.10000000000000009,(BG.Decomposers_BG.Omnivores ^ lambda -1)/lambda ~ block + gr.ef + log2(sowndiv) + leg.ef + sh.ef + th.ef,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Omnivores,Predation of BG Decomposers by BG Omnivores
BG.Decomposers_BG.Omnivores,sh.ef,0.006,0.08169829226758302,0.5068265886627082,0.445114880984582,0.29945024040356083,0.051148579961471236,0.011760893532742228,0.10000000000000009,(BG.Decomposers_BG.Omnivores ^ lambda -1)/lambda ~ block + sh.ef + log2(sowndiv) + leg.ef + gr.ef + th.ef,flow,BG,Predation,NA,NA,BG.Decomposers,BG.Omnivores,Predation of BG Decomposers by BG Omnivores
