response,predictor,r2_part,R2_model,p,estimate,effect_size,effect_size_st,lambda,formula
AG.Litter.Stock,sowndiv,0.001,0.3989609639709242,0.805841718191241,4.723386276121299,0.5472521929325962,0.026309565300059783,0.20000000000000018,(AG.Litter.Stock ^ lambda -1)/lambda ~ block + sowndiv + leg.ef + gr.ef + sh.ef + th.ef
AG.Litter.Stock,numfg,0.023,0.22469350038624714,0.18742603122422063,1.2914293177983316,4.621719535526935,0.16110674523229052,0.20000000000000018,(AG.Litter.Stock ^ lambda -1)/lambda ~ block + numfg + sowndiv
AG.Litter.Stock,leg.ef,0.134,0.3989609639709243,0.0014718930993846135,0.29829154486930387,19.652254882221506,0.2964492546520051,0.20000000000000018,(AG.Litter.Stock ^ lambda -1)/lambda ~ block + leg.ef + sowndiv + gr.ef + sh.ef + th.ef
AG.Litter.Stock,gr.ef,0.067,0.39896096397092423,0.02649429058749388,1.1407514894610566,-14.576228918701823,-0.2198786971003144,0.20000000000000018,(AG.Litter.Stock ^ lambda -1)/lambda ~ block + gr.ef + sowndiv + leg.ef + sh.ef + th.ef
AG.Litter.Stock,sh.ef,0.022,0.39896096397092423,0.20973554284829826,0.36074661953856046,7.829191877148581,0.11828679513132137,0.20000000000000018,(AG.Litter.Stock ^ lambda -1)/lambda ~ block + sh.ef + sowndiv + leg.ef + gr.ef + th.ef
AG.Litter.Stock,th.ef,0.003,0.3989609639709241,0.6370656583712624,0.024967882620845115,2.956310253692081,0.044496974529716675,0.20000000000000018,(AG.Litter.Stock ^ lambda -1)/lambda ~ block + th.ef + sowndiv + leg.ef + gr.ef + sh.ef
SOM.Stock,sowndiv,0.033,0.4832441196411975,0.12584793815408976,37.85828524814421,2.032412071905128,0.17195878195858535,0.7000000000000002,(SOM.Stock ^ lambda -1)/lambda ~ block + sowndiv + leg.ef + gr.ef + sh.ef + th.ef
SOM.Stock,numfg,0.002,0.4802582156257458,0.7114458095024381,6.502294772410331,-0.6566272609044006,-0.040282413042122656,0.8000000000000003,(SOM.Stock ^ lambda -1)/lambda ~ block + numfg + sowndiv
SOM.Stock,leg.ef,0.002,0.48324411964119757,0.6891927408742058,7.875910636414082,-1.4290421061689926,-0.0379375632364244,0.7000000000000002,(SOM.Stock ^ lambda -1)/lambda ~ block + leg.ef + sowndiv + gr.ef + sh.ef + th.ef
SOM.Stock,gr.ef,0.008,0.48324411964119757,0.4612376453803002,1.456801909782828,-2.798658829431332,-0.07429752829562387,0.7000000000000002,(SOM.Stock ^ lambda -1)/lambda ~ block + gr.ef + sowndiv + leg.ef + sh.ef + th.ef
SOM.Stock,sh.ef,0.001,0.4832441196411975,0.7719422510919254,0.24832071962030422,1.0713267526168977,0.028485753428756297,0.7000000000000002,(SOM.Stock ^ lambda -1)/lambda ~ block + sh.ef + sowndiv + leg.ef + gr.ef + th.ef
SOM.Stock,th.ef,0,0.4832441196411975,0.9051896051606756,0.46942919839339187,0.4438264034058932,0.011756553941919061,0.7000000000000002,(SOM.Stock ^ lambda -1)/lambda ~ block + th.ef + sowndiv + leg.ef + gr.ef + sh.ef
